Provider NI Name,Provider ID,Provider Name
"Qasim, Ali",1-10041017828,Integrity Care Agency Ltd
"Qiu, Maria",1-3169409593,Joy Care Service Limited
"Qiu, Maria",1-708891744,Grace Care Service Limited
"Quail, John",1-2317462527,Vine House Care Ltd
"Quail, Shiromani",1-486136806,Smileright Dencare Limited
"Quansah, Amelia",1-7238944588,Loving Hands Domiciliary Care Ltd
"Quartey, Charlotte",1-10918376925,Hamberley Care (Wixams) Limited
"Quartey, Charlotte",1-11389182930,Hamberley Care (Brampton) Limited
"Quartey, Charlotte",1-12410536010,Hamberley Care (West Byfleet) Limited
"Quartey, Charlotte",1-13012684952,Hamberley Care (Caddington) Limited
"Quartey, Charlotte",1-13038168779,Hamberley Care FV (Edwalton) Limited
"Quartey, Charlotte",1-13682463598,Hamberley Care FV (Eastleigh) Limited
"Quartey, Charlotte",1-13826041733,Hamberley Care FV (Cofton Hackett) Limited
"Quartey, Charlotte",1-13876224960,Hamberley Care FV (Bristol) Limited
"Quartey, Charlotte",1-13938185715,Hamberley Care FV (Keynsham) Limited
"Quartey, Charlotte",1-15349039439,Hamberley Care (Enfield) Limited
"Quartey, Charlotte",1-17594461158,Hamberley Care FV (Cambridge) Limited
"Quartey, Charlotte",1-18339419248,Hamberley Neurocare (Basingstoke) Limited
"Quartey, Charlotte",1-20393759026,Hamberley Care FV (Dorking) Limited
"Quartey, Charlotte",1-6313506514,Hamberley Care 2 Limited
"Quartey, Charlotte",1-8880549869,Hamberley Care 3 Limited
"Quartey, Charlotte",1-9934113285,Hamberley Care 4 Ltd
"Quartey, Samuel",1-18065454991,Prestigious Care Services Limited
"Quartley, Roger",1-355620875,Phoenix Health Solutions Limited
"Quaye, Urels",1-4835659878,Unique Quality Care Ltd
"Quee, Komba",1-9895897855,Sabanu Care Ltd
"Queeley, Brenda",1-353714043,Bedfordshire Supported Housing Limited
"Quigley, James",1-18735524773,Frailty Care Ltd
"Quinn, Alice",1-7799232615,Care4Now Ltd
"Quinn, Kathleen",1-4488148898,Yorkshire Care At Home Ltd
"Quinn, Lyndy",1-101661805,Phoenix Learning and Care Limited
"Quinn, Rachel",1-101648676,Allcare Nurses Agency Limited
"Quinn, Stephen",1-16461194373,Quinn Care UK Ltd
"Quintana, Michael",1-9335501949,Domiciliary Home Care Services Limited
"Quraishi, Nasir",1-101658090,Oakleaf Care (Hartwell) Limited
"Quraishi, Nasir",1-102642692,CareTech Community Services Limited
"Quraishi, Nasir",1-118164475,Caretech Community Services (No.2) Limited
"Quraishi, Nasir",1-118164485,Beech Care Limited
"Quraishi, Nasir",1-118164495,Bright Care Limited
"Quraishi, Nasir",1-118165923,Counticare Limited
"Quraishi, Zarmeena",1-10400302520,Q Care Assist Ltd
"Qureshi, Azaruddin",1-6547891834,Angelic Care Resourcing Ltd
"Qureshi, Ijaz",1-3972225679,Dom Care Services Ltd
"Qureshi, Imran",1-6226232810,IQ Homecare Ltd
"Qureshi, Mohamed",1-641020534,Essex Lodge i-Health Ltd
"Qureshi, Saroohi",1-7300012011,Spectra Care Ltd
"Raage, Hodan",1-6740427421,Raageh Care Limited
"Rabeca, Tsitsi",1-9433385192,Phoenix All Care Ltd
"Racila, Florin",1-9333622270,A&F Prime Care Ltd
"Radcliffe, Diane",1-101670923,Wight Home Care Limited
"Rafi, Rukhsana",1-14531584604,Roxy Care Group Ltd
"Rafiq, Irfan",1-12509755042,Harley Mental Health Ltd
"Rafter, Joshua",1-9780981647,Excel Care Group Ltd
"Raggatt, Geraldine",1-101658330,Crescent Homecare Limited
"Rahim, Shahal",1-18162383462,St Omer Residential Care Ltd
"Rahimian, Mehrdad",1-410208176,Scandic Care Limited
"Rahman, Anisur",1-15197099060,Greenwich & Bexley Community Care Limited
"Rahman, Ashiqur",1-10246050056,Evelia Care Limited
"Rahman, Aysha",1-9013162349,TLCCarers Limited
"Rahman, Faiza",1-101724585,The Care Centric Group Ltd
"Rahman, Mahbubur",1-101663478,Millennium Care Limited
"Rahman, Mahbubur",1-1998130759,Community Care Worker Limited
"Rahman, Mahbubur",1-6314849610,Aston Home Care Limited
"Rahman, Mohammad",1-13941762623,Magic Care Moments Ltd
"Rai, Amarjit",1-13555944168,Arden House Nursing and Care Ltd
"Rai, Amarjit",1-7453339345,Milton House Nursing & Care Limited
"Rai, Dave",1-101616093,S & A Care Limited
"Rai, Dave",1-285743109,SA & JO Care Limited
"Rai, Manjeet",1-10807477486,Chesford Grange Care Limited
"Rai, Manjeet",1-15977887252,Evedale Care Limited
"Rai, Manjeet",1-1858861955,Portland House Care Limited
"Rai, Manjeet",1-2766590753,Westfield Lodge Care Limited
"Rai, Manjeet",1-2766685123,Weston Park Care Limited
"Rai, Manjeet",1-3851379557,Anville Court Care Limited
"Rai, Shabina",1-15982523264,Guras Home Care Limited
"Rai, Sunjay",1-14757266007,Rivendale Care Limited
"Rai, Surjit",1-101608580,Rushcliffe Care Limited
"Raiger, Maria",1-240648034,Complete Choice Care Services Limited
"Raikundalia, Puja",1-7893593315,Humanicare Limited
"Raimi, Gbolagunte",1-11766841298,Optimum Haven Care Ltd
"Raja, Akash",1-11463059034,A&J Assisted Living Ltd
"Raja, Azad",1-15942552842,Closer Care Services Limited
"Raja, Hamna",1-9589046295,AOC Homecare Ltd
"Raja, Jabriel",1-101643836,Coppermill Care Limited
"Raja, Jabriel",1-101661868,Classic Care Limited
"Raja, Jabriel",1-101663514,Huskards Care Limited
"Raja, Jabriel",1-131468959,Huskards New Care Ltd
"Raja, Mohammad",1-4839434029,White Gables Care Limited
"Raja, Mohammad",1-4862535050,Holmwood House Care Limited
"Raja, Mohammed",1-101616299,SummerCare Limited
"Raja, Shahzad",1-16479551010,Elite TK Care Limited
"Raja, Shyamal",1-10353060874,S2 Care Ltd
"Raja, Shyamal",1-18247006348,S6 Care Ltd
"Raja, Shyamal",1-8155326017,S5 Care Ltd
"Raja, Waseem",1-101648238,Careplex Limited
"Rajababoo, Sahem",1-6750225830,Eastcote Care Providers Limited
"Rajabi, Mohammad",1-18649687923,Buckingham Palace Care Ltd
"Rajan, Karim",1-101615869,Kargini Care Services Limited
"Rajan, Karim",1-120628972,Camellia Care (Chandler's Ford) Ltd
"Rajan, Yasheen",1-101615860,Claremont Care Services Limited
"Rajeevan, Indra",1-101674368,Raveedha Care Limited
"Rajeevan, Indra",1-17596314667,PermaCare Limited
"Rajendra, Sivadasan",1-2761615633,V & V Care Limited
"Raji, Sheriff",1-15966273565,Purple Hearts Support & Care Ltd
"Rajput, Taiyab",1-14154374396,Imperial Care Consortium Ltd
"Rallan, Deepak",1-534464934,Diamond Skin Care Limited
"Ralphs, Stephen",1-101650052,Complete Care Services Limited
"Ralphs, Stephen",1-131466847,Tamarindo Care Limited
"Ram, Mulkraj",1-143056516,Windsar Care Limited
"Ram, Mulkraj",1-9905486739,Windsar Care QECC Ltd
"Ramachandran, Jaganmohan",1-18223582476,Turnbulls Health Care Limited
"Ramalingum, Niven",1-430185607,Belton Care Ltd
"Ramanathan, Senthirkumar",1-11386060818,Bellus Care Limited
"Ramjuttun, Dhandeo",1-101620353,Claremont Lodge Care Limited
"Ramjuttun, Dhandeo",1-101666725,Denehurst Care Limited
"Ramjuttun, Dhandeo",1-9556214762,Knight Home Care Limited
"Ramkisson, Vishen",1-10451003538,AGECARE MG2 LTD
"Ramsay, Grierson",1-3861863370,Integrity Care and Support Ltd
"Ramsden, Paul",1-119235476,Carers Choices
"Ramtale, Kritanand",1-101611081,Hurstcare Limited
"Ramzan, Mohammed",1-6408531142,Blue Arch Homecare Limited
"Ramzanali, Muhammad",1-101681277,The Link Nursing & Care Agency Ltd
"Ramzanali, Muhammad",1-120629024,Intercare Community Support Limited
"Rana, Baljinder",1-8976830010,Sambhana Care Ltd
"Rana, Shafique",1-1749006314,HealthBridge Direct Limited
"Rana, Sohel",1-8761623409,Spire Home Care & Training Limited
"Rana, Sudha",1-1594004630,Glenfield Care Limited
"Randall, Andrew",1-101728845,Hospiscare
"Randall, Jo",1-101653337,Oldercare (Haslemere) Limited
"Randall, Joanne",1-1903458700,Tonbridge Care Ltd
"Randall-Vaughan, Stephanie",1-18175205453,Esme Blake Care Services Limited
"Randhawa, Harjit",1-10335853598,Trust Loyal Care Ltd
"Randolph, Duke",1-6548069837,EMI-Care UK
"Rands, Christopher",1-1979606197,MGC Care Limited
"Ranganathan, Dilesh",1-18750975207,D & K Care Limited
"Ranger-Sizeland, Natalie",1-4323117190,Ranger Home Care Ltd
"Rangwani, Joylene",1-19354645347,Edenvue Social Care Ltd
"Ranick, Vivienne",1-101618194,Super Care Limited
"Rankin, Andrew",1-7567280002,Wilson's Care Limited
"Rankin, Angela",1-4753953874,Seeds Care Ltd
"Ransome-Kuti, Olusola",1-2138187413,OOJ Homecare Services Ltd
"Ranu, Aliciya",1-4275613480,POVA Care Ltd
"Rao, Annapurna",1-11498500783,Phoenix Health Partnership Ltd
"Raphael, Chinelo",1-10812912972,Comprehensive Care Ltd
"Raradza, Linah",1-9727720725,Sentimex Care Ltd
"Raradza, Rukudzo",1-9591045501,Care7 Ltd
"Rasakumaran, Shanthakumar",1-13329277444,Huddersfield University Health Centre Limited
"Rasanayagam, Sasikaran",1-101620101,Hillview Care Limited
"Rasanayagam, Sasikaran",1-4079194069,Serendip Home Care Limited
"Rashid, Muhammed",1-14376099117,The Colne Valley Care Company Limited
"Rashid, Patria",1-4028685331,Pats Care LTD
"Rastgoye, Ali",1-4250126890,Aboutcare Hastings Ltd
"Ratcliffe, Anna",1-16524005299,Good Company Care Limited
"Ratcliffe, Stephanie",1-3296342809,Viaduct Care C.I.C.
"Rathod, Urvi",1-945899283,Sisters Care Services CIC
"Ratlabyane, Jacob",1-161845667,Jacme Oral Care Limited
"Ratnasingham, Darshini",1-5922011073,Sathya Care Ltd
"Raufu, Omowunmi",1-7523028553,Exceptional Care At Home Limited
"Raval, Archita",1-6174827670,Shri Hari Care Limited
"Ravani, Chirag",1-15514660015,One Health Home Care Limited
"Ravat, Hasim",1-132131577,Alhambra Care Limited
"Raven, Julia",1-9954366325,Regency Care Limited
"Ravenhall, Claire",1-4204143520,Sandant Care Limited
"Ravenscroft, Paul",1-272812143,Quality Care (Staffordshire) Ltd
"Ravichandran, Radha",1-101666474,Acorn Health Care Limited
"Ravichandran, Radha",1-241882666,Sovereign Care Limited
"Ravichandran, Thuraisamy",1-101639928,Care Pro (South East) Limited
"Ravishankar, Satchitanandan",1-469528219,RS Care Limited
"Raviteja, Sunkari",1-16652693144,UR Care Solution Ltd
"Ravivaruman, Kanagasooriam",1-1415903158,Care For Your Life Ltd
"Ravivaruman, Kanagasooriam",1-2027351154,Care for your Life (Fair Haven) Limited
"Rawal, Parmjit",1-1772245889,Westcliffe Health Innovations Limited
"Rawat, Vibhuti",1-495099957,VJ Carers Limited
"Rawlings, Shirley",1-1209233498,Homebird Care Ltd
"Ray-Aigbokhai, Eromosele",1-15309385482,Izzy Care Solutions Ltd
"Ray-Chaudhuri, Emma",1-10812968685,Advanced Restorative Care Limited
"Rayner, Oliver",1-465615630,Brackley Fields Care Ltd
"Raza, Aisha",1-1135604517,Professional Care Support Services Ltd
"Raza, Ambreen",1-5773243235,UK Home Care Limited
"Razaq, Anjam",1-3233074605,Comfort Home Care Ltd
"Razaq, Shufqat",1-14030131562,Dignity Community Care Ltd
"Read, Joanna",1-338027714,Absolute Care South West Ltd
"Reade, Lyn",1-301959434,Maidstone Home Care Limited
"Reader, Bryan",1-5377680159,Quality Care Selby Limited
"Ready, Norton",1-2567193415,Live n Care Limited
"Reay, Gillian",1-1947551152,Newcastle Premier Health Limited
"Reberio, Ronald",1-218226029,Reliance Care Solutions Limited
"Redding, Susan",1-1202159759,CSK Support 24 Ltd
"Redfearn, Christopher",1-10318678049,Little Oaks Residential Care Limited
"Redman, Pauline",1-11663615495,Complete Care (S.W) Ltd
"Redwood, Jennifer",1-101642015,Classic Home Care Services Limited
"Reece, Santosh",1-5805173025,Timeless Care Services Limited
"Reed, Claire",1-5969616781,Pioneering Care Bicester Limited
"Reed, Helen",1-3107580840,Abel Care and Support Ltd
"Reed, Mark",1-2272711577,Edenmore Care Limited
"Reed, Mark",1-2295312368,Hatherleigh Care Village Limited
"Reed, Sarah-Louise",1-1724397266,Reed Care Services Limited
"Reed-King, William",1-8657776028,Glow Care Ltd
"Reeder, Samantha",1-11468957429,Rosebuds Supported Living Limited
"Reekhaye, Mary",1-101609876,Oak Care Limited
"Rees, Christina",1-101639624,Brunelcare
"Rees, Susan",1-101624639,Essex Care Consortium Limited
"Rees, William",1-10921994869,Care Support Empower Ltd
"Reeve, Andrew",1-11512058891,First Assure Care Ltd
"Reeve, Gina",1-101614868,Gemini Care Limited
"Reeve, Michael",1-177460793,NAViGO Health and Social Care CIC
"Reeves, Susan",1-11332193923,Dream Elite Care Limited
"Reeves, Suzan",1-528837511,Care of Excellence Limited
"Refugio, Ian",1-5299538122,IANS Domiciliary Care Ltd
"Reguri, Satheesh",1-18097126994,HR Universal Care Limited
"Rehman, Anib",1-537855241,F&A Health Ltd
"Rehman, Junaid",1-15394251185,GM Exclusive Care Services Ltd
"Rehman, Saqib",1-101650482,K2 Care Limited
"Rehman, Soban",1-14683284420,Urgent Care 24/7 Ltd
"Reid, Claudine",1-101645315,PJ's Community Services Limited
"Reid, Jodie",1-6653501254,Saffron Support Ltd
"Reid, Philip",1-7135535246,Homeless Health CIC
"Reidy, John",1-414352541,Interact Care Limited
"Reilly, Jason",1-101721352,Here to Care Limited
"Reilly, Karen",1-7118412343,Golden Years Support Services Ltd
"Reilly, Linda",1-101678359,Westminster House Residential Care Limited
"Reith, Angela",1-9704118506,Later Life Care Ltd
"Rejek, Piotr",1-117003417,Outlook Care
"Remi-Alao, Adesoji",1-15672731455,Stanley Social Care Limited
"Renk, Greg",1-9407766347,Christies Care - Mid & South Buckinghamshire Ltd
"Rennison, John",1-101644902,1st Homecare (Oxford) Ltd
"Rennison, John",1-131466933,1st Homecare Solutions Limited
"Repard, Denis",1-101641323,SweetTree Home Care Services Limited
"Repin, Artuom",1-1983890699,A Star Support Services Ltd
"Reuben, Chika",1-16428106990,SGC Kind Care Services Limited
"Reuben, Nyarai",1-2283477236,Empathy Care24 Limited
"Revell, Lisa",1-225006461,Care Plus Group (North East Lincolnshire) Limited
"Reynolds, Karen",1-1113687726,Bingley Wingfield Care Limited
"Reynolds, Karen",1-306006819,Sunningdale Care Limited
"Reynolds, Karen",1-463359373,Ings House Care Limited
"Reynolds, Michael",1-9849893719,Future Aspirations Care Group Limited
"Reynolds, Sally",1-12806712197,Anneally Care Services Ltd
"Rhodes, Blaize",1-15169420441,Duty Care Limited
"Rhodes, Daniel",1-131466948,Care Precious Ltd
"Riaz, Nigat",1-9888797926,Platinum Care 4U Ltd
"Rice, Kelly",1-719696879,PnS (Family Care Services) Limited
"Rich, Mike",1-131464940,Barnet Carers Centre
"Richard, Edith",1-16421133990,Victorious Care Professionals Ltd
"Richards, Andrea",1-7986171165,Ascend Support (South) Ltd
"Richards, Dorothy",1-566292994,Parkins Care Angels Limited
"Richards, Jennifer",1-126113805,Manor Park Care Limited
"Richards, Kimone",1-11130279027,K&R Care Limited
"Richards, Natalie",1-1858713764,Expertise Homecare (Central & West Kent) Limited
"Richards, Nicola",1-101644176,Palms Row Health Care Limited
"Richards, Rhiannon",1-7813771099,Sunflower Homecare Ltd
"Richards, Sandy",1-101681894,Absolute Care At Home Ltd
"Richards, Susan",1-9226328421,Colne Valley Equitable Care Society Limited
"Richards, Warren",1-15522558060,Transforming Support (South London) Ltd
"Richards, Warren",1-15524326855,Transforming Support (Sussex) Ltd
"Richards, Warren",1-15524975255,Transforming Support (Surrey) Ltd
"Richards, Warren",1-18041974155,Transforming Support (Coulsdon) Limited
"Richardson, Donna",1-6417360370,TLC Homecare Services Limited
"Richardson, Sally",1-101719924,Carers Direct (S.W.) Ltd
"Richman, Toni",1-2199361048,C R Carey Limited
"Rickards, Matthew",1-102642963,The ExtraCare Charitable Trust
"Ricketts, Elizabeth",1-1837078649,Laura Care Agency Limited
"Ricketts, Jessica",1-18674804415,JDW Care Ltd
"Ricketts, Victoria",1-18582599814,Paddington Care Ltd
"Ricotta, Franco",1-101611009,Amber Care Limited
"Ridgard, Christopher",1-12693694465,Exeter Care Developments Limited
"Ridgard, Christopher",1-1514406431,Hinckley Care Limited
"Ridgard, Christopher",1-16546023062,Fosse House Care Limited
"Ridgard, Christopher",1-2255526101,Heswall Care Limited
"Ridgard, Christopher",1-2776246787,Tapton Care Limited
"Ridgard, Christopher",1-3116248925,Care Concern Andover Limited
"Ridgard, Christopher",1-3116417415,Care Concern (Frinton) Limited
"Ridgard, Christopher",1-4077903920,Stourport Care Limited
"Ridgard, Christopher",1-5005988764,Haling Park Care LLP
"Ridgard, Christopher",1-6814588659,Ridgeway Rise Care Limited
"Ridgley, Lee",1-9785302706,Oaktree Support Services Limited
"Ridgley, Rebekah",1-3022920888,Northfield Care Centre (Thorne) Ltd
"Ridgman, Sara",1-656601286,Waterloo Care Limited
"Riecker, Lagin",1-101655847,Ascot Care Ltd
"Rigby, Victoria",1-571479733,Essex Senior Care Limited
"Riley, Anne",1-7766588303,Bury Home Care Limited
"Riley, Harriet",1-2131332105,ULTICare Limited
"Rimmer, Elizabeth",1-5750239297,London Medical Health Limited
"Rintoul, Claire",1-101646522,SheffCare Limited
"Risal, Sumit",1-16969325032,Right Haven For Care Ltd
"Ritchie, Paige",1-2209276475,Platinum Care Cheshire Ltd
"Rivete, Ester",1-9736616365,Triaje Care Services Ltd
"Rivete, Mazvita",1-7099118322,Newdon Health Care Limited
"Rivete, Victor",1-837369944,Generations Care Ltd
"Rixon, Aaron",1-101719454,Sunshine Care Limited
"Riyano, Princess",1-18076136587,Tropical Care Limited
"Rizvi, Faiza",1-8583012934,Capital Medicare Limited
"Robbins, David",1-271964039,RMH (Manor House) Care LLP
"Robbins, David",1-5778171539,RMH (Wispers) Care LLP
"Roberts, Anne",1-101658544,A1 Residential Care Limited
"Roberts, Becky",1-16537401958,B Homecare & Co Ltd
"Roberts, David",1-10807424940,FDR Social Care Ltd
"Roberts, Emily",1-7575239520,i Care (2018) Limited
"Roberts, Helena",1-101681011,Marches Home Care Services Limited
"Roberts, Joanna",1-13358474649,Danforth Care No.2 Limited
"Roberts, Joanna",1-14638439830,Danforth Care No. 1 Limited
"Roberts, Joanna",1-14875393410,Danforth Care Grimsby Limited
"Roberts, Joanna",1-14878629855,Danforth Care Brough Limited
"Roberts, Joanna",1-14970797048,Danforth Care Brampton Limited
"Roberts, Joanna",1-15824170445,Danforth Care Wisbech Limited
"Roberts, Joanna",1-16531116775,Danforth Care Windlesham Limited
"Roberts, Joanna",1-16661564777,Danforth Care Mexborough Limited
"Roberts, Joanna",1-17883558772,Danforth Care Thetford Limited
"Roberts, Joanna",1-17884503353,Danforth Care Garstang Limited
"Roberts, Joanna",1-18017390911,Danforth Care Felixstowe Limited
"Roberts, Joanna",1-18617761998,Danforth Care Tamworth Limited
"Roberts, Joanna",1-18900866987,Danforth Care Nuneaton Limited
"Roberts, Joanna",1-18920886281,Danforth Care Fordham Limited
"Roberts, Joanna",1-18998168102,Danforth Care WSM Limited
"Roberts, John",1-5637274181,North West Care Cooperative Limited
"Roberts, Mark",1-119231103,Daley Home Care Limited
"Roberts, Penelope",1-101686925,Body & Soul Assistance Limited
"Roberts, Reiss",1-17026760671,First Active 365 Homecare Limited
"Robertshaw, Hayley",1-101683742,St. Martin's Care Limited
"Robertson, Lucie",1-17714966885,Key Complex Care Ltd
"Robertson, Senga",1-2607396425,Kettonby Care Limited
"Robertson, Tracy",1-6520268016,A Rated Homecare Ltd
"Robins, Alison",1-2456477856,Southampton Primary Care Limited
"Robinson, Anita",1-101679872,Symphony Care Limited
"Robinson, Anna",1-13766009370,Margaret's Care Ltd
"Robinson, Christine",1-16392817845,Ebenezer Health Solutions Ltd
"Robinson, Donella",1-101610874,Hollyberry Care Limited
"Robinson, Jayne",1-13337313448,Pearl Care Professionals Ltd
"Robinson, Laura",1-11169172328,Sterling Care Solutions Group Limited
"Robinson, Rachel",1-199793731,Integrated Care 24
"Robinson, Rosaleen",1-15826673524,Red Robin Homecare Ltd
"Robinson, Sally-Anne",1-6017249796,Woodhall Support Services Ltd
